wikipedia_movie_id,Director,Gender
25685825,Lennie Weinrib,F
6795138,Pavithran,M
27230788,Leslie S. Hiscott,F
2780675,Lee Frost,M
26146732,Frank Tuttle,M
171550,Victor Nuñez,M
25781444,Sidney J. Furie,M
33743642,Mike Clattenburg,M
21407801,Paul Cox,M
17145800,Alex Segal,M
8914059,Kevin Rodney Sullivan,M
8344046,Joel Coen Ethan Coen,M
29398338,Marcell Jankovics,M
6276851,Bert I. Gordon,M
28787913,Charles Sturridge,M
14743458,Barry Ptolemy,M
20152280,Liliana Cavani,F
468293,Jonathan Demme,M
2473923,Bruce Kessler,M
16291021,A. Bhimsingh,M
16002873,Rob Marshall,M
16846937,Gregory Ratoff,M
103033,Martin Ritt,M
14155548,Dick Lundy,M
13902854,Gregor Jordan,M
6012766,Raghunath Jalani,M
21321778,Kaushik Ganguly,M
5348407,Aki Kaurismäki,M
31046582,Dwayne Johnson-Cochran,M
9627061,Roy Ward Baker,M
17578735,Lone Scherfig,M
7011080,George C. Scott,M
4131838,Edward Dmytryk,M
14319084,Alfred J. Goulding,M
35316287,Frank Coraci,M
27525363,Peter Collinson,M
28615549,Alan James [ 1 ],M
11141678,S. P. Muthuraman,F
31962211,Sudhanshu Sahu,M
225476,Sydney Pollack,F
26887624,Ernest Morris,M
28990896,Lucius C. Kuert,M
14030436,Uwe Boll,M
26704454,Sinclair Hill,M
555629,Hal Needham,M
4390986,Eric Byler,M
6159020,Gordon Chan,M
17934960,Oz Scott,M
20453746,Brian Desmond Hurst,M
3325355,Paul Flaherty,M
28609058,Rajkiran,M
18529541,Walter Salles Daniela Thomas,M
11795690,Mark Frost,M
16880343,Arthur Penn,M
9085708,Stephen Roberts,M
2558669,Erik Van Looy,M
33608328,Detlev Buck,M
3306716,Brent Maddock,M
19216464,Andrew V. McLaglen,M
2434141,Roger Michell,M
10160111,Michael Winner,M
3790323,Claude Chabrol,M
20904572,Ashok Roy,M
33580132,Yuya Ishii,M
28059853,William Nigh,M
3306709,Kevin Hooks,M
4415958,Blair Treu,M
13899262,Charles M. Jones,M
24222883,Leigh Jason James Anderson (assistant),M
28992601,George Blair,M
10934699,George Elanjian Jr.,M
1566225,Jane Anderson Martha Coolidge Anne Heche,F
28715960,Charles Philip Moore,M
27787885,Lance Comfort,M
26932731,Charles Lamont,M
5497021,Andrew Leman,M
28913625,Edward Buzzell,M
22945659,Zsolt Kézdi-Kovács,M
27371379,Rachel Weinberg,F
29536294,Malcolm Mowbray,M
16167873,Selva,F
12191850,Robert Milton,M
31193,George Lucas,M
17355938,Tod Browning,M
4717522,Sam Wood,M
2216208,Steve Kloves,M
28934114,Nagisa Ōshima,F
10000067,Palito Ortega,M
129444,Bruce Beresford,M
1141596,John McNaughton,M
18598592,Stephen Roberts,M
3027912,Tamra Davis,M
25964342,Jon Hess,M
33945695,Paddy Breathnach,F
18693350,Sam Wood,M
31131601,John E. Blakeley,M
16167897,Brinda Sarathy,F
17646903,Larry Elikann,M
4260440,Will Zens,M
133462,Gary Trousdale Kirk Wise,M
25829124,Sidney J. Furie,M
3831834,Andrew Bergman,M
21448519,Philip Leacock,M
5706283,Ronny Yu,M
22217327,Feroz Khan,M
18238051,Peter Spirer,M
26117532,John G. Blystone,M
9741865,Teddy Soeriaatmadja,M
10815301,Chester Wong,M
10624481,Lal Jose,M
11197989,Yoon Jong-chan,M
8608738,J. Lee Thompson,M
1908968,Luis Buñuel,M
9086358,Marion Gering,F
970846,John Frankenheimer,M
28207941,Dave Fleischer,M
15288104,Ralph Nelson,M
26505302,Ralph Fiennes,M
2002104,Rick Rosenthal,M
25625963,Gokul,M
600820,Allan Arkush,M
5538547,Lothar Mendes,M
23890098,Pavel Lungin,M
1721159,Blake Edwards,M
33899590,Jack King,M
29176668,Angel Gracia,M
9163563,Sanjay Gupta Apoorva Lakhia Meghna Gulzar Rohit Roy Hansal Mehta Jasmeet Dhodhi,M
9689365,Manuel Romero,M
1711622,Philip Dunne,M
33017458,George Melford,M
33465549,Manuel Martín Cuenca,M
18571533,Brad Davison Marama Killen,M
23999188,Herbert Wilcox,M
26911347,Reginald Denham,M
1992837,Don Siegel,M
31875713,John Turturro,M
2324841,David Greene,M
706713,S. Shankar,M
7625915,Stuart Heisler,M
27208124,William A. Levey,M
17759441,Herman Yau,M
27509259,Andrzej Wajda,M
2918524,David Greenwalt,M
6707181,Kevin Campbell,M
3876620,Alan J. Pakula,M
33743516,Marc Evans,M
8664385,Lee Soo-yeon,M
28010622,Steven Schachter,M
3861641,Chang Yoon-hyun,M
2219632,John Boulting Roy Boulting,M
2210683,Sombhu Mitra Amit Maitra,M
17747518,Kevin Chu,M
10587298,Neil Jordan,M
24003709,Aleksandr Rogozhkin,M
75266,Jacques Tourneur,M
16861586,Sameer Malkan,M
21606161,Carol Reed,F
16621128,John Ford,M
18156507,Kim Seong-wook,F
15114980,Glenn Jordan,M
21564646,Jeremy Podeswa,M
1512171,Darren Grant,M
1031735,Mikhail Kalatozov,M
4857391,Saul Dibb,M
19715,Donald Petrie,M
27757636,David Lowell Rich,M
1177776,Don Hertzfeldt,M
25827694,Ryūichi Hiroki,M
25507665,Richard Ledes,M
3328529,Paul Mazursky,M
9308910,Jonathan Demme,M
5102319,Nimród Antal,M
4415961,Stuart Gillard,M
2743231,Maria von Heland,F
5136480,John Milius,M
5878470,William Witney John English,M
29823425,Jacqueline Audry,F
20581411,Naresh Kumar,M
18128222,Joe De Grasse,M
3990450,Sean McGinly,M
3793519,Nigel Cole,M
12010127,Charles Martin Smith,M
24140083,Kamalakara Kameswara Rao L. V. Prasad (Supervision),M
349221,Jacobo Morales,M
3782305,William Dieterle,M
18328807,Stan Lathan,M
28074912,George Archainbaud [ 1 ],M
17120757,Bruno Barreto,M
4379692,Bob Clark (as Benjamin Clark),M
20432133,Hector Echavarria,M
23146878,Ulli Lommel,F
32958727,Michael Mak,M
24196436,H. M. Reddy,M
12856014,Arthur Hotaling,M
16489478,Hari,M
3175656,Louis Malle,M
24616104,Sudhir Mishra,M
9974516,Sidney J. Furie,M
3291573,Roland West,M
4742601,Neema Barnette,F
36724042,David Worth,M
14709912,Nabil Ayouch,M
12063351,Norman Panama,M
32365051,Daniel H. Byun Hur Jin-ho Yoo Young-sik Min Kyu-dong Oh Ki-hwan,M
9285648,John Cromwell W. S. Van Dyke (uncredited),M
15573998,Jay Marchant,M
14615908,Jules White,M
35896860,Teguh Karya,M
1851648,Chris Delaporte Pascal Pinon,M
35208949,Susan Seidelman,F
3723140,Jean-Pierre Melville,M
2983487,Kurt Wimmer,M
16489485,Prabu Solomon,M
12204227,Sandip Ray,M
18676748,Steven Brill,M
10131299,Chuck Jones,M
32644906,Jack Sher,M
2553430,Charlie Chaplin,M
31676805,Oliver Stone,M
14015304,Saeed Akhtar Mirza,M
17371194,Lloyd Corrigan,M
9107343,Karan Razdan,F
12743934,Dom DeLuise,M
9023277,Douglas Barr,M
20541493,Wu Jing Nicky Li,M
5795788,Philip G. Atwell,M
3251133,Tim Hill,M
32898313,Sion Sono,M
23069508,Rodrigo García,M
27749858,Edoardo Ponti,M
20912988,Nathan Juran,M
23591224,T. Rajendar,M
3724539,Marcel Carné,M
7128657,Bob Odenkirk,M
32741807,Francisco Laresgoiti,M
10659691,Dino Risi,M
4400660,Ketan Mehta,M
16457387,Victor Saville,M
9152153,Law Chi-leung,M
17552066,Robert Day,M
31229320,Stephen Saint Leger James Mather,M
7595972,Joseph Losey,M
210219,Billy Wilder,M
1790524,Gerald Thomas,M
2766799,Charlotte Zwerin,F
3569914,Tom Barman,M
7029912,France Štiglic,F
26735783,Harry Garson,M
7086738,Greg McLean,M
31079479,John Brahm,M
28798984,Noel Langley,M
1346908,Jon Turteltaub,M
16949423,Irving Cummings,M
25320648,Albert Zugsmith,M
9812101,Russell Birdwell,M
23119616,David Fairman,M
32771060,Christy Cabanne,F
13299171,Tony Bill,M
210216,Bryan Forbes,M
25333857,Pen Densham John Watson,M
7409519,Rick Jacobson,M
2164332,Renny Harlin,M
30764244,"""Peter Williams"" ( Philip O'Toole )",M
26252539,George Sidney,M
29825260,Nico Mastorakis,M
29409425,Yoram Gross,M
602501,Paul Flaherty,M
74394,Don Siegel,M
5706142,Marc Allégret,M
7332704,James Felix McKenney,M
23299465,Mun Yeo-song [ 1 ],M
9034057,Paul Johansson,M
34457998,Ravi Srivatsa,M
28877820,Lenin Rajendran,M
1371014,Aruna Villiers,F
21513166,Vijaya Bapineedu,F
20903429,Hiren Nag,M
18566585,Fritz Lang,M
24975131,John G. Avildsen,M
10860957,Jeff Lieberman,M
4646185,Phil Alden Robinson,M
14359816,Sergio Renán,M
16968512,Aziz Sejawal,M
12847501,Matt Hinton Erica Hinton,F
4125882,Jeffrey Lau,M
26197526,Juan Antonio Bardem,M
27536937,Don Kent,M
3873332,James V. Kern,M
29839198,Brenton Spencer,M
2321684,Hugo Fregonese,M
26360834,Claude Chabrol,M
12401107,Jonathan Ross,M
15432504,Richard T. Heffron,M
31425064,Al Christie,F
24020300,Scott D. Goldstein,M
24463113,Edward F. Cline,M
10311825,Ted Post,M
31703754,Boaz Yakin,M
34397084,C. P. Dixit,F
27332272,Navaniat Singh,M
23691191,William Witney,M
18698236,Fred Schepisi,M
26057633,Martin Ritt,M
24449235,Sam Newfield,M
36107936,John Shepphird,M
2330930,Norman Panama,M
32946082,Teresa Villaverde,F
34812933,Ryan Andrews,M
10894103,Roy Ward Baker,M
610832,Bruce McDonald,M
35213556,Donald Crisp,M
8562282,Michael Keusch,M
2452363,Wong Jing,M
14329861,Ettore Scola,M
22586634,Liliane de Kermadec,F
1259297,Martha Fiennes,F
2600572,Emile Ardolino,M
903082,John Landis,M
11804101,Paul Mazursky,M
26499601,Shaji Kailas,M
25162193,Edward Sedgwick,M
29189034,John Lynch,M
12800965,Stephen Norrington,M
31307575,Rohit Shetty,M
19112642,Mabel Cheung,F
26616552,Vern Oakley,M
31309338,Jeffery Scott Lando,M
15861151,David Jones,M
36361189,Lewis R. Foster,M
23432334,Otto Preminger,M
1386250,Neal Israel,M
6012834,Amar Kumar,M
7885300,A. L. Vijay,M
10435439,Peter Chan,M
8471210,Juan Piquer Simón,M
20144209,Cecil H. Williamson,M
27251866,Frank Marshall,M
25981379,Jesse Warren,M
3452126,Luc Besson,M
1822948,Damian Harris,M
3230282,Jay Chandrasekhar,M
17181855,Sun Chung,F
9890962,Jean-Marie Straub Danièle Huillet,F
21978354,Tony Goldwyn,M
26340272,S. Roy Luby,M
21955983,Lawrence D'Souza,M
13234322,Scott Pembroke,M
7210351,Alain Resnais,M
1903248,Edward A. Radtke,M
19542064,Sven Methling,M
19976618,Marc Allégret,M
35584545,S. K. Subash,M
5908214,Rajesh Pillai,M
16362307,K. Rajeshwar,F
4326067,Morgan J. Freeman,F
34622782,V. Vijayendra Prasad,M
1530223,Stephen Herek,M
9457255,Dario Argento,M
21509689,Paolo Cavara,M
32136308,Robert Z. Leonard,M
302491,Frank Darabont,M
1760098,Ingmar Bergman,M
2345088,Alison Maclean,F
12419451,Fred C. Brannon,M
27663923,Kevin O'Neill,M
19036105,Roy Boulting,M
2685969,Gordon Parks Jr.,M
26628405,Buzz Kulik,M
15823843,Rainer Erler,M
36097048,Jack Sher,M
18605477,Mario Mattoli,M
1579826,George Cukor,M
24823991,Jacob Gentry,M
3820085,Michael Joens,M
18924014,Georgina Riedel & Rudi Berden,F
365905,Gus Meins Charles Rogers,M
3878392,Alfred Hitchcock,M
11191991,George Schnéevoigt,M
24816891,Jonathan Kaplan,M
11432313,Jack Cardiff,M
34227342,Fazil,M
17183861,Norman Taurog,M
24052735,Crane Wilbur,M
26518930,Chris D'Arienzo,M
5589362,Savage Steve Holland,M
1241609,Elmer Clifton,M
31157082,Avira Rebecca,F
30426210,Damiano Damiani,M
23483640,Rohit Shetty,M
1861161,Stephan Elliott,M
8852973,Ari Folman Ori Sivan,M
23370311,William Castle,M
29053279,Mark Peploe,M
19140864,P. G. Vishwambharan,F
8247295,Stig Lasseby Jan Gissberg,F
8326535,John McNaughton,M
1211596,Jan Pinkava,F
8355938,Jackie Cooper,F
20826924,Peter Capaldi,M
28282310,M. Çağatay Tosun,M
12566479,Harry Bromley Davenport,M
28152060,Bill Melendez,M
16916460,Richard Benjamin,M
1666594,Peter Ustinov,M
6821714,Manmohan Singh,M
4503816,Kathryn Bigelow,F
20461830,Yoo Ha,F
1397183,Anthony Asquith,M
13706801,Joseph Greco,M
30274548,Julien Maury Alexandre Bustillo,M
5693400,Donna Deitch,F
2148869,David Greene,M
2686345,Charles M. Jones,M
33215391,Gyan Mukherjee,M
1751923,Park Chan-wook,M
31025733,Chano Urueta,M
33992532,Ravi Babu,M
6255163,Jun Fukuda [ 1 ],M
27292831,Norman Cohen,M
1698283,Richard Tuggle,M
12757469,Alan Jacobs Evan Ricks,M
11829180,"People's Artiste Ryu Ho-son , Ko Hak-lim",M
2698676,Ralph Bakshi,M
11125917,Roy William Neill,M
8857538,John M. Stahl,M
6367539,Robert Budreau,M
32722745,Miklos Philips,M
33364606,David Acomba,M
18499806,Martin Ritt,M
35230571,P. Vasu,M
23924591,John Emerson,M
835620,Robert Mulligan,M
1013377,Louis Malle,M
30863819,Harold Becker,M
30864842,Claude Whatham,M
4410064,K. Murali Mohana Rao,F
14921966,Hubert C. de la Bouillerie,M
179351,Wolfgang Reitherman Hamilton Luske Clyde Geronimi,M
2423947,Brian Gibson,M
33585127,Christian Petzold,M
2860057,Paul Moloney,M
19766878,Mark Stouffer,M
19511243,Erik Balling Ole Palsbo,M
12541481,Q. Allan Brocka,M
2142721,Brian Gibson,M
15842654,Harry Edwards,M
30083562,Frank Lloyd,M
16975367,Richard Thorpe,M
5795244,Peter Mak,M
23223470,Jugal Hansraj,M
3814288,Yoo Sang-gon,F
4970576,Chandra Barot,F
26166420,George McCowan,M
26167133,Del Lord,M
5921551,George C. Scott,M
10704002,Tapan Sinha,M
27113436,Mikael Salomon,M
3645251,Radley Metzger,M
31145968,Tony Brown,M
31735267,Gordon Douglas,M
17231014,John A. Gallagher,M
1345876,Nicholas Ray,M
2053385,Martin Davidson,M
19776772,Shibu Mitra,F
32050796,Norman Z. McLeod,M
24417616,Thomas S. Bradford,M
2421409,Woody Allen,M
4965004,Anwar Rasheed,M
9928913,Richard Janes,M
23654460,Hari,M
33703767,Sophon Sakdaphisit,M
25054346,Sai Kiran Adivi,M
21716330,V. M. Vinu,M
2099242,Lawrence Kasdan,M
2869016,Delmer Daves,M
12320671,Lev L. Spiro,M
28875276,Ted Hooker,M
24267412,Ashu Trikha,M
6939673,Peter Bogdanovich,M
19664197,H. C. Potter,M
35943443,Yulene Olaizola,F
899442,Stanley Donen,M
380123,Ken Burns,M
18496634,Oskar Roehler [ 1 ],M
27216746,Marc Forster,M
6802342,Scott Dikkers,M
34322431,Lee Hae-jun,M
26475211,Aleksandr Melnik,M
8691247,Marcel Pagnol,M
2406870,Martha Coolidge,F
4428917,John Lamb,M
20678396,George Pearson,M
20750885,G. Kicha,F
2550675,Tom Gries,M
7153331,Suresh Krishna,M
24121200,Edward Yang,M
21226360,David S. Cass Sr. [ 1 ],M
12838064,Michael Frank,M
28919836,George Archainbaud James Anderson (assistant) Paul Sloane (dismissed partway through production),M
12634263,Sandra Goldbacher,F
29891121,Byron Haskin,M
2614254,Takeshi Kitano,M
23266650,Stephen Tolkin,M
5474385,Paul Chart,M
564947,Alex Proyas,M
33652153,Kim Sung-su,F
24583717,Sion Sono,M
22227380,Harold Becker,M
23700023,John H. Auer,M
13671238,Savage Steve Holland,M
20838264,Bud Yorkin,M
212671,Thomas Schlamme,M
2564610,Lee Jeong-hyang,M
1863122,Robert Altman,M
21884835,Mrinal Sen,M
1126992,Gabriele Salvatores,F
13723157,Eddie Romero Hsiao Lang Lili Chou,M
29098856,John S. Robertson,M
33004504,David Smith,M
5501673,Blake Edwards,M
10683927,Ettore Scola,M
9255492,Carl Franklin,M
23764302,Manoel de Oliveira,M
9016095,Takashi Miike,M
3846858,Alfred L. Werker,M
30230467,Tom Vaughan,M
9395068,Timur Bekmambetov,M
29832023,Pasquale Squitieri,M
22069255,Terry Marcel,M
27034179,Ed Bell and Thomas Lennon,M
1747692,Vidhu Vinod Chopra,M
28874134,Wolfgang Liebeneiner,M
11142708,K. Balachander,F
1399075,Rolf de Heer,M
12225180,William Maher,M
26015777,Mads Brügger,M
13720276,Ranald MacDougall Charles Walters (uncredited),M
27554953,Antonio Nuić,M
230481,John McTiernan,M
34135905,Antonio Chavarrías,M
9490126,Frank De Felitta,M
590598,Alex Cox,M
6258260,Simone van Dusseldorp,F
3032135,Andrew Scheinman,M
2483471,Chris Christenberry,M
17874813,Supervision: Don Patterson Technical director: William E. Garity,M
26315574,Lee H. Katzin,M
12669668,Mahesh Bhatt,M
32860592,Tony Leondis,M
5514346,Jessica Joy Wise Sam Dunn Scot McFadyen,F
4791224,Scott Sidney,M
62084,Michael Curtiz William Keighley,M
230483,Mark L. Lester,M
1071219,Peter Chelsom,M
183851,George Cukor,M
9708819,Sean Abley,M
35248929,P. Neelakantan,F
1582661,Peter Hyams,M
34595505,L. V. Prasad,M
1247973,Kevin Costner,M
31849623,Edward Dmytryk,M
3520882,Stuart Gillard,M
15986821,Roy Clements,M
24666418,Tatsuya Ishihara ( Chief ) Yasuhiro Takemoto,M
29472951,John P. McCarthy,M
29130246,Andreas Öhman,M
36344884,Ramesh Talwar,M
11823583,Detlev Buck,M
7133977,Norman Ferguson,M
30627782,V. S. Raghavan,M
31079,Adam Shankman,M
26204886,Shantaram Rajaram Vankudre ( V. Shantaram ),M
25295015,Jean-Pierre Améris,M
22327149,Gavin O'Connor,M
4844617,Wong Jing,M
17842609,Richard Moore,M
27127942,Reed Cowan Steven Greenstreet,M
28785729,Georg Jacoby,M
3524282,Roy William Neill,M
31835516,Joachim Trier,M
24165730,Edward F. Cline,M
1105284,Yash Chopra,M
15731192,Jean-Jacques Zilbermann,M
17811609,Fred Niblo,M
25119882,Herman Yau,M
15662990,Suresh,M
2009257,Samuel Fuller,M
24002929,Peter Markle,M
8398222,Ronald F. Maxwell,M
20318100,Neal Israel,M
25042966,Michael Linn,M
21275415,Boris Nirenburg [ ru ] [ 2 ] Lidiya Ishimbayeva [ 2 ],M
952169,Jackie Cooper,F
4158539,Ted Demme,M
3180563,Andy Jones Michael Jones,M
22611682,Shin Sang-ok [ 1 ],M
1209812,James Frawley,M
915192,Danny Boyle,M
6690496,Roger Corman,M
33583110,Selva,F
1998039,Paul Greengrass,M
19161766,Charles Saunders,M
5034198,Paul Fox,M
1105278,Jonathan Glazer,M
30636164,Ranjit Kapoor,M
456959,Robert Kurtzman,M
55601,Tim Burton,M
4228260,Ivan Passer,M
17852005,J. Gordon Edwards,M
18496154,Silvio Caiozzi,M
3032133,Randall Harris,M
9442845,Clara Law,F
23691113,Frank McDonald,M
471352,Jim Jarmusch,M
965988,Glenn Jordan,M
899255,Ivan Reitman,M
2435343,Chang Cheh,M
338962,Ron Howard,M
31159597,Maurice Elvey,M
10133485,Paolo Heusch Mario Bava,M
5618923,Josh Aronson,M
9893064,Danny Steinmann,M
9348225,Takashi Miike,M
15708208,Claude Berri,M
2163221,John Matthew Matthan,M
6868089,David Jones,M
26970821,Tomoaki Hosoyama [ 1 ] [ 2 ],M
2332592,Jean-Luc Godard,M
26286824,Terence Fisher,M
1800944,Jeremy Summers,M
6170246,Umesh Mehra,M
274703,Irving Pichel,M
965992,Randal Kleiser,M
2563673,Pearse Elliot,M
28335313,Compton Bennett,M
4594354,Ron Myrick Jeffrey Gatrall,M
18596409,Pat O'Connor,F
26081596,Richard C. Sarafian,M
4866615,Richard Thorpe,M
618856,Peter Chelsom,M
20617864,Kim Dong-won,F
8374187,Kujtim Çashku,M
34512873,K. Ravi Shankar,M
18547128,Alexander Grasshoff,M
23541479,Malik Bader,M
10691253,William A. Seiter,M
714228,Akira Kurosawa,F
29836864,Harvey Hart,M
105972,Robert Zemeckis,M
10175052,Mark Robson,M
20178188,Pek Tim,M
26451721,Robert Siodmak,M
8692493,George Melford,M
667361,Chris Columbus,M
304725,Dennis Dugan,M
20016282,Larry Peerce,M
19111921,Stephanie Morgenstern Mark Morgenstern,M
6139398,Rajkumar Santoshi,M
20769253,Tim Whelan,M
9466167,Preston Sturges,M
20546651,Sidney Franklin,M
31715750,Harry S. Webb,M
36087857,Rahul Rawail,M
5251390,David Silberg,M
334649,George Cukor,M
13291547,Joram Lürsen,M
13643392,Walter Forde,M
18849340,Ch. Narayana Murthy,M
1567210,Guy Ritchie,M
306195,Irwin Winkler,M
22146195,Arash T. Riahi,M
22516815,Edwin L. Marin,M
4474435,Miguel M. Delgado,M
9919256,Fernando Ayala,M
106352,Louis Malle,M
19103721,John Farrow,M
18927989,Suzie Halewood,F
25538958,Hamilton Luske,M
3863892,Nicolas Roeg,M
4112888,Jessica Bendinger,F
3361015,Rainer Werner Fassbinder,M
30968578,Vineet Khetrepal,M
26295780,Hakan Algül,M
29019732,Val Guest,M
1365330,Henry Koster,M
25648451,Cyrus Nowrasteh,M
11450530,Peter Manoogian,M
31636519,William Hamilton Edward Killy,M
2721086,Otto Preminger,M
26444256,Jon Monday,M
12332639,George Erschbamer,M
27366108,T. K. Rajeev Kumar,M
2746367,Mike Figgis,M
9287656,Richard Thorpe,M
36289284,Jang Jin,M
5677112,Pantelis Voulgaris,M
16757667,Richard Weinman,M
19947926,Augusto Caminito,M
8586622,Robert Rodriguez,M
2011090,Mick Garris,M
13521696,Lynn Reynolds,F
8586619,Quentin Tarantino,M
18904048,John Gilling,M
25721717,Norton S. Parker,M
29511764,Eduardo Schuldt,M
2432326,Yee Chih-yen,M
22081443,Imanol Uribe,M
6809632,Saran,F
24229497,Mircea Daneliuc,M
17620270,Fred Zinnemann,M
25079889,James Whale,M
31232918,Raoul Walsh,M
26084701,Kyle Rankin,M
22474360,Ronald Neame,M
1425444,Corey Yuen,M
1512830,William Friedkin,M
29836854,David Greene,M
7597365,Tibor Takács,M
31303783,"Adam Rifkin (as ""Rif Coogan"")",M
5648156,Cpl. Norman McCabe,M
5720237,Vikram Bhatt,M
14329503,Govind Nihalani,M
5579651,Joel Schumacher,M
26887932,A. T. Abu,M
2371819,Jim Gillespie,M
22352229,Kostas Karagiannis,M
11907590,Gordon Chan,M
19875567,Lloyd Bacon,M
10752538,Michael Almereyda,M
26236523,Thomas Fantl,M
36018357,Joseph Kane,M
27863892,J. C. Chandor,M
27996584,Ray Taylor,F
1367539,Norman René,M
8863891,Jimmy T. Murakami [ 1 ],M
6961924,Jayanth C. Paranjee,M
5347029,Mario Piluso,M
31598506,Milan Luthria,M
9833485,Claude Chabrol,M
35370504,Scott Derrickson,M
34998463,James Young W. S. Van Dyke ( ass't director ) Dudley Blanchard ( ass't director ),M
28030302,Andrew L. Stone,M
22135980,Stephen Higgins Nina Gilden Seavey,M
1343166,Burt Kennedy,F
5405053,Michael Paul Girard,M
25792934,Todd Berger,M
26288918,Joseph Kane,M
33226529,J. D. Chakravarthy,M
31163684,Irving Rapper,M
24570224,Manik Chatterjee,M
33205423,Louis J. Gasnier,M
671455,Andrew Lau Alan Mak,M
23833919,Mathieu Carrière,M
461322,Fernando Meirelles,M
33373735,Prabhat Roy,M
1682884,Berry Gordy,M
381810,Ashutosh Gowariker,M
18226465,Bb. Joyce Bernal,F
27876261,Zdravko Randić,M
31231257,Edwin L. Marin,M
9943749,Carol Frank,M
28156193,Charles Frend,M
50486,Lawrence Kasdan,M
2640432,Panna Rittikrai,M
13088626,Timothy Combe,M
14612768,Ravi Namade,M
24480786,Alejandro Agresti,M
10868543,Ketan Mehta,M
30012678,Stewart Raffill,M
142426,Ang Lee,M
10614972,Amarjeet (Credited as Amar Jeet),M
22492538,Mohamed Shukri Jameel,M
12074729,Vsevolod Pudovkin,M
36091940,Harry Beaumont,M
5243205,Gyan Mukherjee,M
3494315,Todd Phillips,M
4466226,Guy Maddin,M
15485265,William Conrad,M
12556506,D. W. Griffith,M
8770314,Mahesh Bhatt,M
68108,Douglas Sirk,M
10100595,Lewis D. Collins Ray Taylor,F
33771801,Manoel de Oliveira,M
22631275,Chris Fiore,M
19498436,Eduardo De Filippo,M
12795201,David Swift,M
16959850,Avtar Bhogal,M
313885,Michael Gordon,M
31508751,Gilbert Cates,M
2808281,Michael Goguen,M
23927080,Gordon Douglas Henry Levin,M
19107564,Margarethe von Trotta,F
4163034,Ringo Lam,M
17065679,Tom Neff,M
12064241,William Wyler,M
7679820,Paruchuri Murali,M
18016582,David Greene,M
314680,Jean Negulesco,F
19484617,Lau Lauritzen Jr. Alice O'Fredericks,F
576217,Stephen Herek,M
28456956,Vernon Sewell,M
2681577,Joel Soisson,M
29672680,Daniel Schmid,M
1591985,George Roy Hill,M
129246,Bernardo Bertolucci,M
5545800,Stewart Raffill,M
18609739,Pedro Almodóvar,M
22791862,Elizabeth Allen,F
27462826,Xavier Gens,M
4712667,Kevin Tenney,M
1961644,Peter Hyams,M
1126798,Sam Wood,M
15570065,B. Reeves Eason Robert F. Hill,M
9547922,Leonid Nosyrev,M
129493,Peter Weir,M
13872901,G. Ram Prasad,M
24713178,R. Michael Givens,M
22092572,Alessandro Blasetti,M
26009491,James Frawley,M
16569860,Michael J. Rix,M
20927886,Mark Haber,M
14439238,Del Lord,M
656608,Lasse Hallström,M
22775734,Jason Connery,M
25898258,John Farrow,M
31334415,Lewis Milestone,M
157172,Terry Gilliam,M
5413813,Otto Preminger,M
31710903,Robert McKimson,M
11396051,Jacques Feyder,M
31553889,Leigh Jason,M
10422347,Zarina Abdullah,M
2241567,Raj Kapoor,M
6381311,Jack Hively,M
31155276,Ted Nicolaou,M
21099947,Toshio Masuda,M
34654487,Peter Zinner,M
33951780,Vernon Sewell,M
9622468,Mukul S. Anand,M
2614503,Takashi Miike,M
11964669,Ernst Lubitsch,M
2209301,Barry W. Blaustein,M
27378247,Harry Edwards,M
26679572,Julien Duvivier,M
6407029,David Butler,M
13195083,Edwin L. Marin,M
34694046,T. Rama Rao,F
5566120,Victor Fleming,M
27172089,Lew Landers,M
22016985,David Acomba,M
21212647,Christoph Schrewe,M
31304828,Ettore Scola,M
14974071,Jerome Strong,M
2360326,Daniel Mann,M
12646355,Ron Mann,M
25757037,Luigi Comencini,M
24319174,P. Anil,M
3302699,Erle C. Kenton,M
27937333,Robert Lieberman,M
17528010,Claude Zidi,M
526822,Wayne Coyne,M
4209429,Tad Stones,M
5294089,Alan White,M
32844727,Claude Chabrol,M
5566109,Victor Fleming,M
33868856,Jack King,M
14455795,Franklin Gollings,M
28493001,Vinko Brešan,M
2885062,Tony Giglio,M
13672363,Richard Fleischer,M
5975630,Michael Curtiz,M
34928764,Charles Giblyn,M
32946023,John English,M
28856125,Helmut Käutner,M
936234,Michael Curtiz,M
35764248,Shree Narayan Singh,F
4340044,Irving Cummings,M
21987280,Paolo Moffa Carlos Serrano de Osma,M
618628,Freddie Francis,M
10198804,Penelope Spheeris,F
6386227,Kelli Herd,F
32944416,John English,M
2439340,Neal Israel,M
767193,Fritz Lang,M
26182472,Greydon Clark,M
808381,Jean-Claude Labrecque,M
29585091,Baltasar Kormákur,M
5379725,Bigas Luna,F
28858127,George Sidney,M
6701097,Ralph Thomas,M
3204685,Michael Schultz,M
21222076,Alain Cuny,M
19042196,Tony Young,M
32090869,Jonas Åkerlund,M
5697483,Buster Keaton,M
10229940,Veeru Devgan,F
2817640,Timo Vuorensola,M
14181044,Sadhu Kokila,F
14328634,Ralph Smart,M
16166150,Selva,F
34515864,Josée Dayan,M
29267319,Diego Rísquez,M
13938940,Irving Reis,M
23274964,Mario O'Hara,M
23820796,Joseph Strick,M
7427284,Robert Greenwald,M
